,similarity_treshold,social_influence,swingers,no_of_neighbors,echo_limit,opinions,Run,Silent_Spiral,community_no,echo_chamber,echo_count,echo_size,majority_percentage,radical_opinions,transitivity,network_type
722,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,722,0.34,11,103,0.0175874933,"{'3': 97, '4': 2}",0.526,0.018000000000000002,0.0176390529,2
723,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,723,0.16,19,308,0.0555655782,"{'3': 298, '4': 10}",0.975,0.002,0.0242973735,2
724,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,724,0.46,20,34,0.011085751500000001,{'3': 34},0.713,0.004,0.0191131912,2
725,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,725,0.02,16,602,0.10765379110000001,"{'3': 564, '4': 38}",0.998,0.0,0.0399107546,2
726,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,726,0.88,15,331,0.0597472924,"{'3': 328, '4': 3}",0.988,0.0,0.0289549293,2
727,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,727,0.54,18,22,0.0072202166,{'3': 22},0.659,0.001,0.0148350003,2
728,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,728,0.38,20,27,0.0087662338,{'3': 27},0.41000000000000003,0.001,0.0236391409,2
729,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,729,0.42,18,16,0.005223637000000001,{'3': 16},0.381,0.001,0.0148089853,2
73,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,73,0.16,14,71,0.016651031900000002,{'3': 71},0.607,0.001,0.0198415032,2
730,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,730,0.22,19,49,0.0159246019,{'3': 49},0.624,0.002,0.0289517084,2
731,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,731,0.36,19,21,0.0068807339,{'3': 21},0.432,0.001,0.0142779536,2
732,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,732,0.32,7,121,0.0219680465,{'3': 121},0.461,0.0,0.0164976277,2
733,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,733,0.36,19,21,0.0068920249,{'3': 21},0.512,0.0,0.0146301438,2
734,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,734,0.4,19,18,0.0058900524,{'3': 18},0.323,0.001,0.0157660137,2
735,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,735,0.28,16,218,0.0337119164,"{'3': 184, '4': 3}",0.803,0.001,0.0235270884,2
736,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,736,0.54,5,285,0.0396108409,"{'3': 271, '4': 13, '5': 1}",0.548,0.0,0.020097683300000002,2
737,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,737,0.44,4,352,0.0483982804,"{'3': 336, '4': 13}",0.534,0.0,0.0212993678,2
738,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,738,0.5,4,329,0.045351794300000005,"{'3': 303, '4': 17, '5': 1}",0.584,0.0,0.0215636622,2
739,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,739,0.42,6,297,0.0420156139,"{'3': 288, '4': 8}",0.511,0.001,0.0195516492,2
74,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,74,1.0,18,247,0.058227251300000005,"{'3': 238, '4': 9}",1.0,0.001,0.0326390962,2
740,0.0972753906,0.0412011719,4.07421875,5.27734375,0.8795410156000001,2.4716796875,740,0.64,6,302,0.043056743700000004,"{'3': 297, '4': 5}",0.59,0.003,0.0224491349,2
741,0.0972753906,0.0412011719,4.07421875,5.70703125,0.9252441406,2.4716796875,741,0.68,8,345,0.0497118156,"{'3': 337, '4': 8}",0.644,0.0,0.0205369175,2
742,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,3.5146484375,742,0.34,4,195,0.0277382646,"{'3': 191, '4': 4}",0.399,0.0,0.0168841419,2
743,0.0366308594,0.0234472656,2.00390625,5.27734375,0.9252441406,3.5146484375,743,0.5,8,266,0.037602488,"{'3': 262, '4': 4}",0.665,0.0,0.025777312,2
744,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,744,0.36,8,86,0.0199390101,{'3': 85},0.451,0.007,0.0192250137,2
745,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,745,0.32,12,49,0.0116086235,{'3': 49},0.405,0.0,0.012371989000000002,2
746,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,746,0.36,7,56,0.013241901200000001,{'3': 56},0.392,0.0,0.013894111300000001,2
747,0.0522753906,0.0862011719,4.00390625,3.70703125,0.8045410156,3.9716796875,747,0.30000000000000004,10,65,0.0154835636,{'3': 65},0.459,0.001,0.014225128600000001,2
748,0.0522753906,0.0862011719,2.07421875,3.27734375,0.8045410156,3.9716796875,748,0.36,9,68,0.0160188457,{'3': 68},0.4,0.001,0.0200722161,2
749,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8502441406,3.9716796875,749,0.24,11,43,0.010240533500000001,{'3': 43},0.398,0.004,0.014171262300000001,2
75,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,75,0.4,14,80,0.019102196800000002,{'3': 80},0.728,0.0,0.0155152424,2
750,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,2.0146484375,750,0.48,11,78,0.018403441700000002,{'3': 77},0.531,0.0,0.015450408700000001,2
751,0.0816308594,0.0684472656,4.00390625,3.27734375,0.8502441406,2.0146484375,751,0.42,10,61,0.014275517500000001,{'3': 60},0.53,0.003,0.0154544677,2
752,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,752,0.30000000000000004,10,85,0.0199390101,{'3': 85},0.5720000000000001,0.0,0.0209148827,2
753,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,753,0.0,9,91,0.0215180894,"{'3': 89, '4': 2}",0.437,0.0,0.016887078,2
754,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,754,0.92,15,142,0.0334117647,{'3': 142},0.992,0.001,0.0241000957,2
755,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,755,0.08,12,67,0.0160632942,{'3': 67},0.594,0.0,0.0137718074,2
756,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,756,0.2,16,290,0.0523276795,"{'3': 284, '4': 6}",0.908,0.008,0.0244335917,2
757,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,757,0.26,11,58,0.0135292746,"{'3': 57, '4': 1}",0.577,0.0,0.0198631039,2
758,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,758,0.32,12,110,0.025677267400000002,"{'3': 108, '4': 1}",0.587,0.0,0.0230894074,2
759,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,759,0.8200000000000001,16,196,0.0357794816,"{'3': 194, '4': 2}",0.978,0.0,0.027467653600000003,2
76,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,76,0.30000000000000004,9,177,0.0319609967,"{'3': 173, '4': 4}",0.562,0.0,0.020106763,2
760,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,760,0.0,16,301,0.0547571403,"{'3': 298, '4': 3}",0.982,0.0,0.0254469791,2
761,0.014130859400000001,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,761,0.0,14,549,0.0992049151,"{'3': 522, '4': 27}",1.0,0.0,0.0360215044,2
762,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,762,0.26,13,228,0.040497335700000005,"{'3': 222, '4': 6}",0.73,0.057,0.0239528764,2
763,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,763,0.0,16,530,0.0954954955,"{'3': 498, '4': 32}",0.996,0.002,0.0308805467,2
764,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,764,0.1,21,52,0.0170380079,{'3': 52},0.966,0.0,0.0186512372,2
765,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,765,0.26,13,122,0.0218598817,{'3': 122},0.76,0.001,0.0205392099,2
766,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,766,0.88,17,296,0.053468208100000005,"{'3': 290, '4': 6}",0.986,0.002,0.02658808,2
767,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,767,0.62,17,39,0.0127160091,{'3': 39},0.502,0.08,0.0202720331,2
768,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,768,0.26,19,29,0.009501965900000001,{'3': 29},0.439,0.0,0.0133822624,2
769,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,769,0.42,21,20,0.0065466448,{'3': 20},0.45,0.0,0.0180530665,2
77,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,77,0.26,14,65,0.015527950300000001,"{'3': 64, '4': 1}",0.68,0.0,0.016034759000000003,2
770,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,770,0.24,18,21,0.0068739771,{'3': 21},0.53,0.0,0.0161116702,2
771,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,771,0.32,19,27,0.008852459,{'3': 27},0.446,0.001,0.0181910984,2
772,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,772,0.36,4,129,0.0232056125,"{'3': 128, '4': 1}",0.397,0.0,0.0167858496,2
773,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,773,0.26,17,25,0.008148631,{'3': 25},0.371,0.0,0.0156629857,2
774,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,774,0.08,19,14,0.0045931759,{'3': 14},0.396,0.0,0.0103808944,2
775,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,775,0.28,8,117,0.020770459800000002,{'3': 117},0.417,0.0,0.0153109075,2
776,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,776,0.46,5,340,0.0470471885,"{'3': 320, '4': 13}",0.531,0.0,0.0221861335,2
777,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,777,0.30000000000000004,14,320,0.0464472918,"{'3': 314, '4': 5}",0.84,0.001,0.022262158100000002,2
778,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,778,0.72,9,410,0.0566063978,"{'3': 392, '4': 14, '5': 1}",0.683,0.001,0.0240401503,2
779,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,779,0.36,5,320,0.0451649441,"{'3': 315, '4': 4}",0.59,0.0,0.021718782500000002,2
78,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,78,0.5,15,105,0.0248638409,{'3': 105},0.804,0.014,0.0187867444,2
780,0.0972753906,0.0412011719,4.07421875,5.27734375,0.8795410156000001,2.4716796875,780,0.6000000000000001,5,383,0.053882948800000004,"{'3': 361, '4': 21, '5': 1}",0.549,0.0,0.0225848098,2
781,0.0972753906,0.0412011719,4.07421875,5.70703125,0.9252441406,2.4716796875,781,0.56,6,310,0.043564077300000004,"{'3': 300, '4': 9}",0.557,0.0,0.0203970444,2
782,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,3.5146484375,782,0.34,5,196,0.0276134122,"{'3': 193, '4': 3}",0.488,0.0,0.0169291498,2
783,0.0366308594,0.0234472656,2.00390625,5.27734375,0.9252441406,3.5146484375,783,0.38,11,139,0.0197836607,{'3': 139},0.6910000000000001,0.0,0.0206509336,2
784,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,784,0.42,11,77,0.0182897862,"{'3': 76, '4': 1}",0.5720000000000001,0.003,0.0140742396,2
785,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,785,0.22,10,37,0.0087636191,{'3': 37},0.522,0.001,0.0105217873,2
786,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,786,0.28,10,71,0.0169047619,{'3': 71},0.461,0.007,0.0171879508,2
787,0.0522753906,0.0862011719,4.00390625,3.70703125,0.8045410156,3.9716796875,787,0.34,8,67,0.0159144893,{'3': 67},0.525,0.0,0.0158686823,2
788,0.0522753906,0.0862011719,2.07421875,3.27734375,0.8045410156,3.9716796875,788,0.12,12,104,0.024216524200000002,"{'3': 98, '4': 4}",0.592,0.004,0.0170544837,2
789,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8502441406,3.9716796875,789,0.4,11,57,0.013308428700000001,{'3': 57},0.441,0.012,0.018502398700000002,2
79,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,79,0.48,15,139,0.0252131326,"{'3': 128, '4': 10, '5': 1}",0.902,0.002,0.0206539326,2
790,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,2.0146484375,790,0.54,13,62,0.014571092800000001,{'3': 62},0.5650000000000001,0.027,0.0257675544,2
791,0.0816308594,0.0684472656,4.00390625,3.27734375,0.8502441406,2.0146484375,791,0.32,12,85,0.020132638600000002,{'3': 85},0.632,0.001,0.0159123412,2
792,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,792,0.1,11,75,0.0178359096,{'3': 75},0.531,0.0,0.0167301345,2
793,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,793,0.28,11,60,0.0142281243,{'3': 60},0.493,0.0,0.0158123121,2
794,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,794,0.2,18,73,0.017331434,{'3': 73},0.913,0.0,0.021624060900000002,2
795,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,795,0.2,14,53,0.0126160438,{'3': 53},0.633,0.0,0.0126353669,2
796,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,796,0.28,8,165,0.0293646556,{'3': 165},0.551,0.012,0.0204691181,2
797,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,797,0.56,10,93,0.021928790400000002,{'3': 93},0.534,0.001,0.0238396264,2
798,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,798,0.48,9,90,0.0212314225,{'3': 90},0.667,0.001,0.020596677100000002,2
799,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,799,0.74,14,166,0.0299584912,"{'3': 164, '4': 2}",0.9580000000000001,0.001,0.026324104100000002,2
8,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,8,0.16,19,24,0.0078559738,{'3': 24},0.403,0.001,0.0101156449,2
80,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,80,1.0,13,516,0.0937670362,"{'3': 494, '4': 22}",1.0,0.0,0.031925601000000005,2
800,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,800,0.8,15,295,0.0539699963,"{'3': 290, '4': 5}",0.979,0.001,0.024332362000000003,2
801,0.014130859400000001,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,801,0.0,15,491,0.08864415960000001,"{'3': 465, '4': 25, '5': 1}",1.0,0.001,0.0313806046,2
802,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,802,0.18,8,106,0.0188243651,"{'3': 105, '4': 1}",0.537,0.031,0.0200138847,2
803,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,803,0.22,15,289,0.0516221545,"{'3': 281, '4': 7}",0.961,0.001,0.023804334200000003,2
804,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,804,0.04,18,36,0.011486708200000001,{'3': 35},0.862,0.001,0.014208494700000001,2
805,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,805,0.92,15,362,0.06520172910000001,"{'3': 356, '4': 6}",0.994,0.0,0.033312574500000004,2
806,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,806,0.46,10,203,0.036842105300000004,"{'3': 197, '4': 6}",0.739,0.0,0.023626544500000003,2
807,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,807,0.44,18,23,0.0071474984000000005,{'3': 22},0.553,0.016,0.022660849400000002,2
808,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,808,0.28,19,13,0.0042071197,{'3': 13},0.453,0.0,0.0172257389,2
809,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,809,0.30000000000000004,17,20,0.0065595277000000006,{'3': 20},0.592,0.001,0.0132664743,2
81,0.014130859400000001,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,81,0.0,16,511,0.0929767103,"{'3': 479, '4': 30, '5': 2}",1.0,0.0,0.0296496756,2
810,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,810,0.44,22,27,0.0088321884,{'3': 27},0.73,0.0,0.015369257,2
811,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,811,0.28,22,22,0.0071989529000000005,{'3': 22},0.668,0.0,0.012564476100000001,2
812,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,812,0.42,4,92,0.016693885000000002,"{'3': 91, '4': 1}",0.386,0.0,0.014126216,2
813,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,813,0.4,17,35,0.0110929853,{'3': 34},0.365,0.001,0.0212824429,2
814,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,814,0.02,20,13,0.0042678923,{'3': 13},0.47100000000000003,0.001,0.0137225357,2
815,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,815,0.18,10,118,0.0216474041,"{'3': 117, '4': 1}",0.515,0.001,0.015860305800000002,2
816,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,816,0.22,6,370,0.0445153238,"{'3': 311, '4': 10}",0.596,0.001,0.0249020705,2
817,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,817,0.68,7,295,0.0428094616,"{'3': 292, '4': 3}",0.677,0.0,0.0193684376,2
818,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,818,0.44,7,202,0.028611898,"{'3': 197, '4': 5}",0.6910000000000001,0.0,0.020308874100000002,2
819,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,819,0.6000000000000001,4,287,0.040230693500000005,"{'3': 279, '4': 7}",0.529,0.0,0.0194146258,2
82,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,82,0.36,7,113,0.0203340595,"{'3': 110, '4': 2}",0.373,0.0,0.0156503385,2
820,0.0972753906,0.0412011719,4.07421875,5.27734375,0.8795410156000001,2.4716796875,820,0.7000000000000001,6,361,0.0434237996,"{'3': 303, '4': 9}",0.527,0.0,0.024355763000000002,2
821,0.0972753906,0.0412011719,4.07421875,5.70703125,0.9252441406,2.4716796875,821,0.26,6,372,0.053264604800000004,"{'3': 347, '4': 23, '5': 2}",0.62,0.001,0.0195434121,2
822,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,3.5146484375,822,0.30000000000000004,3,187,0.0267109443,"{'3': 184, '4': 1}",0.388,0.0,0.0149423009,2
823,0.0366308594,0.0234472656,2.00390625,5.27734375,0.9252441406,3.5146484375,823,0.34,15,211,0.0302292264,"{'3': 205, '4': 6}",0.859,0.001,0.0183463973,2
824,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,824,0.28,13,131,0.030715123100000002,"{'3': 128, '4': 3}",0.653,0.05,0.0228965692,2
825,0.0816308594,0.0862011719,2.07421875,3.70703125,0.8045410156,3.9716796875,825,0.2,10,58,0.0108669974,{'3': 46},0.4,0.005,0.0157519264,2
826,0.0522753906,0.0684472656,2.07421875,3.70703125,0.8045410156,3.9716796875,826,0.32,8,81,0.019194312800000002,"{'3': 80, '4': 1}",0.428,0.019,0.0176451401,2
827,0.0522753906,0.0862011719,4.00390625,3.70703125,0.8045410156,3.9716796875,827,0.36,10,64,0.0139611926,{'3': 59},0.444,0.001,0.0171150729,2
828,0.0522753906,0.0862011719,2.07421875,3.27734375,0.8045410156,3.9716796875,828,0.26,9,72,0.0172043011,{'3': 72},0.492,0.011,0.0177032403,2
829,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8502441406,3.9716796875,829,0.38,12,54,0.0127298444,{'3': 54},0.56,0.011,0.017212675400000002,2
83,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,83,0.06,17,341,0.0617865555,"{'3': 329, '4': 12}",0.992,0.0,0.0273464798,2
830,0.0522753906,0.0862011719,2.07421875,3.70703125,0.8045410156,2.0146484375,830,0.44,11,91,0.021100047400000002,{'3': 89},0.56,0.005,0.019248080600000002,2
831,0.0816308594,0.0684472656,4.00390625,3.27734375,0.8502441406,2.0146484375,831,0.64,9,92,0.0212514758,{'3': 90},0.503,0.012,0.021960874300000002,2
832,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,832,0.12,18,136,0.031412376,"{'3': 131, '4': 2}",0.896,0.001,0.0243037091,2
833,0.0478808594,0.0524511719,1.57421875,3.20703125,0.8232910156000001,4.3466796875,833,0.38,11,61,0.0141776938,{'3': 60},0.47300000000000003,0.0,0.01790798,2
834,0.0410253906,0.0121972656,1.57421875,3.20703125,0.8232910156000001,4.3466796875,834,0.4,16,54,0.0125325136,{'3': 53},0.86,0.003,0.0204368828,2
835,0.0410253906,0.0524511719,2.50390625,3.20703125,0.8232910156000001,4.3466796875,835,0.28,10,38,0.008755324200000001,{'3': 37},0.467,0.001,0.0133435006,2
836,0.0410253906,0.0524511719,1.57421875,4.77734375,0.8232910156000001,4.3466796875,836,0.32,14,97,0.0150389563,"{'3': 82, '4': 1}",0.709,0.021,0.0137309994,2
837,0.0410253906,0.0524511719,1.57421875,3.20703125,0.9439941406000001,4.3466796875,837,0.38,13,82,0.0193305045,"{'3': 79, '4': 3}",0.749,0.002,0.0188928674,2
838,0.0410253906,0.0524511719,1.57421875,3.20703125,0.8232910156000001,2.3896484375,838,0.38,17,176,0.0417457306,"{'3': 171, '4': 5}",0.871,0.0,0.0279481889,2
839,0.0478808594,0.0121972656,2.50390625,4.77734375,0.9439941406000001,2.3896484375,839,0.48,13,130,0.0234953913,"{'3': 128, '4': 2}",0.885,0.001,0.0238740507,2
84,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,84,0.1,21,41,0.0134030729,{'3': 41},0.908,0.001,0.018082820200000002,2
840,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,840,0.04,15,373,0.0678121002,"{'3': 359, '4': 12}",0.995,0.0,0.0266902714,2
841,0.014130859400000001,0.0187011719,3.07421875,4.70703125,0.8420410156,4.7216796875,841,0.0,14,436,0.0804428044,"{'3': 421, '4': 15}",1.0,0.0,0.025825250100000002,2
842,0.0297753906,0.09094726560000001,3.07421875,4.70703125,0.8420410156,4.7216796875,842,0.2,10,218,0.0383938006,"{'3': 210, '4': 8}",0.64,0.012,0.020229223100000002,2
843,0.0297753906,0.0187011719,3.00390625,4.70703125,0.8420410156,4.7216796875,843,0.36,9,132,0.023531525100000002,"{'3': 124, '4': 7}",0.539,0.002,0.021110589000000003,2
844,0.0297753906,0.0187011719,3.07421875,2.27734375,0.8420410156,4.7216796875,844,0.02,20,16,0.0052407468,{'3': 16},0.518,0.002,0.0129218388,2
845,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,845,0.0,20,291,0.0523758099,"{'3': 284, '4': 7}",0.97,0.0,0.0238831806,2
846,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,846,0.12,16,405,0.0728024447,"{'3': 401, '4': 4}",0.987,0.001,0.0310895833,2
847,0.014130859400000001,0.09094726560000001,3.00390625,2.27734375,0.8127441406,2.7646484375,847,0.36,19,34,0.0111402359,{'3': 34},0.662,0.014,0.0190416963,2
848,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,848,0.26,22,15,0.0049051668,{'3': 15},0.384,0.0,0.010011375000000001,2
849,0.0591308594,0.0637011719,1.07421875,2.70703125,0.9170410156000001,3.2216796875,849,0.32,18,23,0.0075138844,{'3': 23},0.47900000000000004,0.0,0.0149042709,2
85,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8127441406,4.7216796875,85,0.12,17,319,0.0570050036,"{'3': 308, '4': 11}",0.984,0.001,0.0273195674,2
850,0.0747753906,0.0459472656,1.07421875,2.70703125,0.9170410156000001,3.2216796875,850,0.30000000000000004,19,32,0.0104780616,{'3': 32},0.517,0.001,0.023668409300000002,2
851,0.0747753906,0.0637011719,1.00390625,2.70703125,0.9170410156000001,3.2216796875,851,0.26,20,32,0.0104575163,{'3': 32},0.5710000000000001,0.0,0.0203792819,2
852,0.0747753906,0.0637011719,1.07421875,4.27734375,0.9170410156000001,3.2216796875,852,0.2,8,126,0.0228924419,{'3': 126},0.553,0.0,0.0159354551,2
853,0.0747753906,0.0637011719,1.07421875,2.70703125,0.8877441406000001,3.2216796875,853,0.38,19,25,0.0081512879,{'3': 25},0.423,0.0,0.020102745300000002,2
854,0.0747753906,0.0637011719,1.07421875,2.70703125,0.9170410156000001,4.2646484375,854,0.1,20,28,0.0091773189,{'3': 28},0.391,0.001,0.0189746647,2
855,0.0591308594,0.0459472656,1.00390625,4.27734375,0.8877441406000001,4.2646484375,855,0.24,10,140,0.0250405332,"{'3': 135, '4': 4}",0.485,0.0,0.0158440089,2
856,0.0972753906,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,856,0.56,4,319,0.045597484300000005,"{'3': 310, '4': 9}",0.526,0.0,0.0194415667,2
857,0.0366308594,0.0412011719,4.07421875,5.70703125,0.8795410156000001,2.4716796875,857,0.58,5,359,0.050013931500000004,"{'3': 346, '4': 13}",0.5730000000000001,0.0,0.0230050573,2
858,0.0972753906,0.0234472656,4.07421875,5.70703125,0.8795410156000001,2.4716796875,858,0.36,3,387,0.054201680700000004,"{'3': 361, '4': 25, '5': 1}",0.527,0.001,0.0236647424,2
859,0.0972753906,0.0412011719,2.00390625,5.70703125,0.8795410156000001,2.4716796875,859,0.64,4,378,0.0533822906,"{'3': 353, '4': 24, '5': 1}",0.556,0.001,0.0208770846,2
86,0.0297753906,0.0187011719,3.07421875,4.70703125,0.8420410156,2.7646484375,86,0.62,15,335,0.059187279200000005,"{'3': 329, '4': 6}",0.9580000000000001,0.001,0.029354479200000002,2
