	no_of_neighbors	similarity_treshold	social_influence	swingers	beta_component	Run	Echo_Chambers	Silent_Spiral	opinions	radical_opinions	network_type
163	3.2216796875	0.600712890625	0.405419921875	1.00390625	0.61240234375	163	6	0.26666666666666666	0.43666666666666665	0.0	1
164	3.2216796875	0.550439453125	0.028369140624999997	1.00390625	0.61240234375	164	8	0.3	0.5566666666666666	0.013333333333333334	1
165	3.2216796875	0.550439453125	0.405419921875	1.70703125	0.61240234375	165	4	0.3	0.4266666666666667	0.01	1
166	3.2216796875	0.550439453125	0.405419921875	1.00390625	0.80224609375	166	9	0.26666666666666666	0.6066666666666667	0.006666666666666667	1
167	3.2216796875	0.550439453125	0.405419921875	1.00390625	0.61240234375	167	9	0.23333333333333334	0.53	0.006666666666666667	1
168	4.9091796875	0.353212890625	0.770869140625	4.70703125	0.57724609375	168	8	0.26666666666666666	0.6966666666666667	0.38	1
169	2.4716796875	0.353212890625	0.770869140625	4.70703125	0.57724609375	169	12	0.3333333333333333	0.32	0.07	1
170	4.9091796875	0.302939453125	0.770869140625	4.70703125	0.57724609375	170	1	0.2	0.5933333333333334	0.4866666666666667	1
171	4.9091796875	0.353212890625	0.157919921875	4.70703125	0.57724609375	171	4	0.3	0.5166666666666667	0.0	1
172	4.9091796875	0.353212890625	0.770869140625	2.00390625	0.57724609375	172	2	0.2	0.6566666666666666	0.3233333333333333	1
173	4.9091796875	0.353212890625	0.770869140625	4.70703125	0.83740234375	173	7	0.23333333333333334	0.7433333333333333	0.42	1
174	4.9091796875	0.302939453125	0.157919921875	2.00390625	0.83740234375	174	2	0.26666666666666666	0.51	0.006666666666666667	1
175	2.4716796875	0.353212890625	0.157919921875	2.00390625	0.83740234375	175	9	0.23333333333333334	0.4066666666666667	0.0033333333333333335	1
176	2.4716796875	0.302939453125	0.770869140625	2.00390625	0.83740234375	176	9	0.3333333333333333	0.44666666666666666	0.03	1
177	2.4716796875	0.302939453125	0.157919921875	4.70703125	0.83740234375	177	6	0.2	0.4866666666666667	0.01	1
178	2.4716796875	0.302939453125	0.157919921875	2.00390625	0.57724609375	178	4	0.23333333333333334	0.5966666666666667	0.01	1
179	2.4716796875	0.302939453125	0.157919921875	2.00390625	0.83740234375	179	10	0.26666666666666666	0.37333333333333335	0.01	1
180	3.4091796875	0.848212890625	0.275869140625	2.70703125	0.12724609375	180	3	0.23333333333333334	0.5366666666666666	0.006666666666666667	1
181	3.9716796875	0.848212890625	0.275869140625	2.70703125	0.12724609375	181	7	0.1	0.48	0.016666666666666666	1
182	3.4091796875	0.797939453125	0.275869140625	2.70703125	0.12724609375	182	7	0.3333333333333333	0.4066666666666667	0.006666666666666667	1
183	3.4091796875	0.848212890625	0.652919921875	2.70703125	0.12724609375	183	9	0.2	0.55	0.023333333333333334	1
184	3.4091796875	0.848212890625	0.275869140625	4.00390625	0.12724609375	184	4	0.3333333333333333	0.57	0.0	1
185	3.4091796875	0.848212890625	0.275869140625	2.70703125	0.38740234375000004	185	6	0.3	0.5	0.006666666666666667	1
186	3.4091796875	0.797939453125	0.652919921875	4.00390625	0.38740234375000004	186	2	0.3333333333333333	0.5266666666666666	0.06333333333333334	1
187	3.9716796875	0.848212890625	0.652919921875	4.00390625	0.38740234375000004	187	5	0.36666666666666664	0.39	0.016666666666666666	1
188	3.9716796875	0.797939453125	0.275869140625	4.00390625	0.38740234375000004	188	11	0.2	0.6033333333333334	0.0033333333333333335	1
189	3.9716796875	0.797939453125	0.652919921875	2.70703125	0.38740234375000004	189	2	0.23333333333333334	0.48	0.02	1
190	3.9716796875	0.797939453125	0.652919921875	4.00390625	0.12724609375	190	3	0.2	0.5566666666666666	0.04666666666666667	1
191	3.9716796875	0.797939453125	0.652919921875	4.00390625	0.38740234375000004	191	10	0.3	0.54	0.006666666666666667	1
192	3.0341796875	0.476962890625	0.152119140625	2.20703125	0.23974609375	192	4	0.2	0.5033333333333333	0.006666666666666667	1
193	4.3466796875	0.476962890625	0.152119140625	2.20703125	0.23974609375	193	1	0.13333333333333333	0.4066666666666667	0.0	1
194	3.0341796875	0.426689453125	0.152119140625	2.20703125	0.23974609375	194	8	0.26666666666666666	0.51	0.0	1
195	3.0341796875	0.476962890625	0.034169921875	2.20703125	0.23974609375	195	4	0.3	0.4766666666666667	0.016666666666666666	1
196	3.0341796875	0.476962890625	0.152119140625	2.50390625	0.23974609375	196	7	0.16666666666666666	0.49666666666666665	0.006666666666666667	1
197	3.0341796875	0.476962890625	0.152119140625	2.20703125	0.72490234375	197	8	0.2	0.45	0.01	1
198	3.0341796875	0.426689453125	0.034169921875	2.50390625	0.72490234375	198	7	0.23333333333333334	0.35333333333333333	0.02	1
199	4.3466796875	0.476962890625	0.034169921875	2.50390625	0.72490234375	199	3	0.23333333333333334	0.5933333333333334	0.0	1
200	4.3466796875	0.426689453125	0.152119140625	2.50390625	0.72490234375	200	2	0.3	0.44666666666666666	0.006666666666666667	1
201	4.3466796875	0.426689453125	0.034169921875	2.20703125	0.72490234375	201	1	0.2	0.4066666666666667	0.0033333333333333335	1
202	4.3466796875	0.426689453125	0.034169921875	2.50390625	0.23974609375	202	2	0.26666666666666666	0.3933333333333333	0.0	1
203	4.3466796875	0.426689453125	0.034169921875	2.50390625	0.72490234375	203	1	0.2	0.4766666666666667	0.0	1
204	4.5341796875	0.971962890625	0.647119140625	4.20703125	0.68974609375	204	2	0.2	0.5033333333333333	0.4066666666666667	1
205	2.8466796875	0.971962890625	0.647119140625	4.20703125	0.68974609375	205	8	0.3333333333333333	0.5266666666666666	0.03666666666666667	1
206	4.5341796875	0.921689453125	0.647119140625	4.20703125	0.68974609375	206	3	0.23333333333333334	0.56	0.51	1
207	4.5341796875	0.971962890625	0.529169921875	4.20703125	0.68974609375	207	4	0.16666666666666666	0.4	0.006666666666666667	1
208	4.5341796875	0.971962890625	0.647119140625	4.50390625	0.68974609375	208	2	0.36666666666666664	0.6066666666666667	0.51	1
209	4.5341796875	0.971962890625	0.647119140625	4.20703125	0.27490234375	209	1	0.16666666666666666	0.5466666666666666	0.38	1
210	4.5341796875	0.921689453125	0.529169921875	4.50390625	0.27490234375	210	3	0.3333333333333333	0.53	0.016666666666666666	1
211	2.8466796875	0.971962890625	0.529169921875	4.50390625	0.27490234375	211	8	0.3	0.5533333333333333	0.013333333333333334	1
212	2.8466796875	0.921689453125	0.647119140625	4.50390625	0.27490234375	212	7	0.3	0.5166666666666667	0.02666666666666667	1
213	2.8466796875	0.921689453125	0.529169921875	4.20703125	0.27490234375	213	9	0.13333333333333333	0.5	0.013333333333333334	1
214	2.8466796875	0.921689453125	0.529169921875	4.50390625	0.68974609375	214	6	0.3	0.48333333333333334	0.013333333333333334	1
215	2.8466796875	0.921689453125	0.529169921875	4.50390625	0.27490234375	215	5	0.26666666666666666	0.49	0.0	1
216	2.6591796875	0.105712890625	0.523369140625	3.70703125	0.35224609375000004	216	10	0.23333333333333334	0.55	0.05333333333333334	1
217	4.7216796875	0.105712890625	0.523369140625	3.70703125	0.35224609375000004	217	1	0.23333333333333334	0.5433333333333333	0.09333333333333334	1
218	2.6591796875	0.055439453125	0.523369140625	3.70703125	0.35224609375000004	218	4	0.3333333333333333	0.4166666666666667	0.03	1
219	2.6591796875	0.105712890625	0.900419921875	3.70703125	0.35224609375000004	219	5	0.3	0.44333333333333336	0.17	1
220	2.6591796875	0.105712890625	0.523369140625	3.00390625	0.35224609375000004	220	10	0.3	0.5733333333333334	0.06666666666666667	1
221	2.6591796875	0.105712890625	0.523369140625	3.70703125	0.16240234375	221	3	0.36666666666666664	0.5433333333333333	0.03	1
222	2.6591796875	0.055439453125	0.900419921875	3.00390625	0.16240234375	222	6	0.23333333333333334	0.49666666666666665	0.17666666666666667	1
223	4.7216796875	0.105712890625	0.900419921875	3.00390625	0.16240234375	223	8	0.23333333333333334	0.2833333333333333	0.45666666666666667	1
224	4.7216796875	0.055439453125	0.523369140625	3.00390625	0.16240234375	224	1	0.23333333333333334	0.48333333333333334	0.13666666666666666	1
225	4.7216796875	0.055439453125	0.900419921875	3.70703125	0.16240234375	225	10	0.16666666666666666	0.74	0.43	1
226	4.7216796875	0.055439453125	0.900419921875	3.00390625	0.35224609375000004	226	11	0.16666666666666666	0.72	0.49666666666666665	1
227	4.7216796875	0.055439453125	0.900419921875	3.00390625	0.16240234375	227	7	0.23333333333333334	0.28	0.3333333333333333	1
228	4.1591796875	0.600712890625	0.028369140624999997	1.70703125	0.80224609375	228	0	0.1	0.49666666666666665	0.006666666666666667	1
229	3.2216796875	0.600712890625	0.028369140624999997	1.70703125	0.80224609375	229	3	0.23333333333333334	0.45	0.0033333333333333335	1
230	4.1591796875	0.550439453125	0.028369140624999997	1.70703125	0.80224609375	230	0	0.2	0.5	0.006666666666666667	1
231	4.1591796875	0.600712890625	0.405419921875	1.70703125	0.80224609375	231	1	0.23333333333333334	0.47333333333333333	0.0	1
232	4.1591796875	0.600712890625	0.028369140624999997	1.00390625	0.80224609375	232	0	0.2	0.4766666666666667	0.0	1
233	4.1591796875	0.600712890625	0.028369140624999997	1.70703125	0.61240234375	233	2	0.1	0.46	0.0033333333333333335	1
234	4.1591796875	0.550439453125	0.405419921875	1.00390625	0.61240234375	234	1	0.2	0.5266666666666666	0.0	1
235	3.2216796875	0.600712890625	0.405419921875	1.00390625	0.61240234375	235	3	0.23333333333333334	0.49333333333333335	0.0033333333333333335	1
236	3.2216796875	0.550439453125	0.028369140624999997	1.00390625	0.61240234375	236	3	0.23333333333333334	0.48333333333333334	0.013333333333333334	1
237	3.2216796875	0.550439453125	0.405419921875	1.70703125	0.61240234375	237	6	0.2	0.4666666666666667	0.006666666666666667	1
238	3.2216796875	0.550439453125	0.405419921875	1.00390625	0.80224609375	238	4	0.23333333333333334	0.48333333333333334	0.01	1
239	3.2216796875	0.550439453125	0.405419921875	1.00390625	0.61240234375	239	6	0.23333333333333334	0.5233333333333333	0.0	1
240	4.9091796875	0.353212890625	0.770869140625	4.70703125	0.57724609375	240	5	0.2	0.6366666666666667	0.5033333333333333	1
241	2.4716796875	0.353212890625	0.770869140625	4.70703125	0.57724609375	241	7	0.3	0.49	0.04	1
242	4.9091796875	0.302939453125	0.770869140625	4.70703125	0.57724609375	242	5	0.2	0.6533333333333333	0.25	1
243	4.9091796875	0.353212890625	0.157919921875	4.70703125	0.57724609375	243	1	0.23333333333333334	0.5466666666666666	0.0	1
244	4.9091796875	0.353212890625	0.770869140625	2.00390625	0.57724609375	244	8	0.13333333333333333	0.6966666666666667	0.3433333333333333	1
245	4.9091796875	0.353212890625	0.770869140625	4.70703125	0.83740234375	245	7	0.23333333333333334	0.7133333333333334	0.3933333333333333	1
246	4.9091796875	0.302939453125	0.157919921875	2.00390625	0.83740234375	246	1	0.23333333333333334	0.54	0.0	1
247	2.4716796875	0.353212890625	0.157919921875	2.00390625	0.83740234375	247	6	0.2	0.5166666666666667	0.03	1
248	2.4716796875	0.302939453125	0.770869140625	2.00390625	0.83740234375	248	5	0.26666666666666666	0.5166666666666667	0.03666666666666667	1
249	2.4716796875	0.302939453125	0.157919921875	4.70703125	0.83740234375	249	7	0.2	0.47333333333333333	0.01	1
250	2.4716796875	0.302939453125	0.157919921875	2.00390625	0.57724609375	250	4	0.23333333333333334	0.45666666666666667	0.02666666666666667	1
251	2.4716796875	0.302939453125	0.157919921875	2.00390625	0.83740234375	251	1	0.3333333333333333	0.51	0.016666666666666666	1
252	3.4091796875	0.848212890625	0.275869140625	2.70703125	0.12724609375	252	5	0.3	0.5	0.006666666666666667	1
253	3.9716796875	0.848212890625	0.275869140625	2.70703125	0.12724609375	253	4	0.26666666666666666	0.4533333333333333	0.0	1
254	3.4091796875	0.797939453125	0.275869140625	2.70703125	0.12724609375	254	6	0.4	0.5866666666666667	0.0	1
255	3.4091796875	0.848212890625	0.652919921875	2.70703125	0.12724609375	255	5	0.23333333333333334	0.5166666666666667	0.043333333333333335	1
256	3.4091796875	0.848212890625	0.275869140625	4.00390625	0.12724609375	256	7	0.3333333333333333	0.5633333333333334	0.01	1
257	3.4091796875	0.848212890625	0.275869140625	2.70703125	0.38740234375000004	257	10	0.23333333333333334	0.49	0.006666666666666667	1
258	3.4091796875	0.797939453125	0.652919921875	4.00390625	0.38740234375000004	258	6	0.2	0.5066666666666667	0.02	1
259	3.9716796875	0.848212890625	0.652919921875	4.00390625	0.38740234375000004	259	6	0.3	0.5733333333333334	0.02666666666666667	1
260	3.9716796875	0.797939453125	0.275869140625	4.00390625	0.38740234375000004	260	4	0.26666666666666666	0.6233333333333333	0.0	1
261	3.9716796875	0.797939453125	0.652919921875	2.70703125	0.38740234375000004	261	2	0.3333333333333333	0.5366666666666666	0.016666666666666666	1
262	3.9716796875	0.797939453125	0.652919921875	4.00390625	0.12724609375	262	6	0.26666666666666666	0.5633333333333334	0.0	1
263	3.9716796875	0.797939453125	0.652919921875	4.00390625	0.38740234375000004	263	9	0.26666666666666666	0.45666666666666667	0.016666666666666666	1
264	3.0341796875	0.476962890625	0.152119140625	2.20703125	0.23974609375	264	5	0.23333333333333334	0.56	0.0	1
265	4.3466796875	0.476962890625	0.152119140625	2.20703125	0.23974609375	265	1	0.23333333333333334	0.49	0.0	1
266	3.0341796875	0.426689453125	0.152119140625	2.20703125	0.23974609375	266	4	0.23333333333333334	0.5433333333333333	0.01	1
267	3.0341796875	0.476962890625	0.034169921875	2.20703125	0.23974609375	267	2	0.23333333333333334	0.46	0.013333333333333334	1
268	3.0341796875	0.476962890625	0.152119140625	2.50390625	0.23974609375	268	2	0.23333333333333334	0.43333333333333335	0.01	1
269	3.0341796875	0.476962890625	0.152119140625	2.20703125	0.72490234375	269	5	0.26666666666666666	0.4866666666666667	0.0	1
270	3.0341796875	0.426689453125	0.034169921875	2.50390625	0.72490234375	270	6	0.2	0.57	0.023333333333333334	1
271	4.3466796875	0.476962890625	0.034169921875	2.50390625	0.72490234375	271	0	0.36666666666666664	0.51	0.0	1
272	4.3466796875	0.426689453125	0.152119140625	2.50390625	0.72490234375	272	0	0.16666666666666666	0.49333333333333335	0.0	1
273	4.3466796875	0.426689453125	0.034169921875	2.20703125	0.72490234375	273	1	0.23333333333333334	0.49	0.0	1
274	4.3466796875	0.426689453125	0.034169921875	2.50390625	0.23974609375	274	1	0.26666666666666666	0.5066666666666667	0.016666666666666666	1
275	4.3466796875	0.426689453125	0.034169921875	2.50390625	0.72490234375	275	2	0.13333333333333333	0.5066666666666667	0.0033333333333333335	1
276	4.5341796875	0.971962890625	0.647119140625	4.20703125	0.68974609375	276	4	0.3	0.5866666666666667	0.44	1
277	2.8466796875	0.971962890625	0.647119140625	4.20703125	0.68974609375	277	8	0.3333333333333333	0.49	0.023333333333333334	1
278	4.5341796875	0.921689453125	0.647119140625	4.20703125	0.68974609375	278	2	0.3	0.42	0.06	1
279	4.5341796875	0.971962890625	0.529169921875	4.20703125	0.68974609375	279	1	0.2	0.5433333333333333	0.006666666666666667	1
280	4.5341796875	0.971962890625	0.647119140625	4.50390625	0.68974609375	280	2	0.3	0.44333333333333336	0.2866666666666667	1
281	4.5341796875	0.971962890625	0.647119140625	4.20703125	0.27490234375	281	2	0.3	0.5166666666666667	0.19333333333333333	1
282	4.5341796875	0.921689453125	0.529169921875	4.50390625	0.27490234375	282	2	0.16666666666666666	0.56	0.0033333333333333335	1
283	2.8466796875	0.971962890625	0.529169921875	4.50390625	0.27490234375	283	5	0.23333333333333334	0.5833333333333334	0.03	1
284	2.8466796875	0.921689453125	0.647119140625	4.50390625	0.27490234375	284	2	0.3	0.52	0.03333333333333333	1
285	2.8466796875	0.921689453125	0.529169921875	4.20703125	0.27490234375	285	6	0.23333333333333334	0.48	0.013333333333333334	1
286	2.8466796875	0.921689453125	0.529169921875	4.50390625	0.68974609375	286	8	0.26666666666666666	0.62	0.02666666666666667	1
287	2.8466796875	0.921689453125	0.529169921875	4.50390625	0.27490234375	287	6	0.26666666666666666	0.4266666666666667	0.023333333333333334	1
288	2.6591796875	0.105712890625	0.523369140625	3.70703125	0.35224609375000004	288	4	0.3	0.5433333333333333	0.006666666666666667	1
289	4.7216796875	0.105712890625	0.523369140625	3.70703125	0.35224609375000004	289	0	0.26666666666666666	0.48	0.09333333333333334	1
290	2.6591796875	0.055439453125	0.523369140625	3.70703125	0.35224609375000004	290	6	0.3333333333333333	0.52	0.06666666666666667	1
291	2.6591796875	0.105712890625	0.900419921875	3.70703125	0.35224609375000004	291	9	0.2	0.4866666666666667	0.24	1
292	2.6591796875	0.105712890625	0.523369140625	3.00390625	0.35224609375000004	292	8	0.26666666666666666	0.5166666666666667	0.07333333333333333	1
293	2.6591796875	0.105712890625	0.523369140625	3.70703125	0.16240234375	293	8	0.23333333333333334	0.54	0.043333333333333335	1
294	2.6591796875	0.055439453125	0.900419921875	3.00390625	0.16240234375	294	9	0.23333333333333334	0.38	0.21666666666666667	1
295	4.7216796875	0.105712890625	0.900419921875	3.00390625	0.16240234375	295	1	0.16666666666666666	0.6433333333333333	0.4166666666666667	1
296	4.7216796875	0.055439453125	0.523369140625	3.00390625	0.16240234375	296	2	0.3333333333333333	0.39666666666666667	0.25333333333333335	1
297	4.7216796875	0.055439453125	0.900419921875	3.70703125	0.16240234375	297	9	0.26666666666666666	0.7433333333333333	0.38333333333333336	1
298	4.7216796875	0.055439453125	0.900419921875	3.00390625	0.35224609375000004	298	2	0.23333333333333334	0.5766666666666667	0.30333333333333334	1
299	4.7216796875	0.055439453125	0.900419921875	3.00390625	0.16240234375	299	8	0.3	0.27	0.4	1
300	4.1591796875	0.600712890625	0.028369140624999997	1.70703125	0.80224609375	300	0	0.26666666666666666	0.51	0.01	1
301	3.2216796875	0.600712890625	0.028369140624999997	1.70703125	0.80224609375	301	5	0.3	0.4666666666666667	0.013333333333333334	1
302	4.1591796875	0.550439453125	0.028369140624999997	1.70703125	0.80224609375	302	0	0.2	0.4766666666666667	0.006666666666666667	1
303	4.1591796875	0.600712890625	0.405419921875	1.70703125	0.80224609375	303	2	0.06666666666666667	0.43	0.0	1
304	4.1591796875	0.600712890625	0.028369140624999997	1.00390625	0.80224609375	304	2	0.3333333333333333	0.5066666666666667	0.006666666666666667	1
305	4.1591796875	0.600712890625	0.028369140624999997	1.70703125	0.61240234375	305	2	0.26666666666666666	0.4	0.0	1
306	4.1591796875	0.550439453125	0.405419921875	1.00390625	0.61240234375	306	4	0.23333333333333334	0.6433333333333333	0.0	1
307	3.2216796875	0.600712890625	0.405419921875	1.00390625	0.61240234375	307	7	0.26666666666666666	0.55	0.006666666666666667	1
308	3.2216796875	0.550439453125	0.028369140624999997	1.00390625	0.61240234375	308	8	0.4	0.42333333333333334	0.0033333333333333335	1
309	3.2216796875	0.550439453125	0.405419921875	1.70703125	0.61240234375	309	6	0.3333333333333333	0.5433333333333333	0.0	1
310	3.2216796875	0.550439453125	0.405419921875	1.00390625	0.80224609375	310	4	0.23333333333333334	0.5233333333333333	0.0	1
311	3.2216796875	0.550439453125	0.405419921875	1.00390625	0.61240234375	311	6	0.23333333333333334	0.4766666666666667	0.013333333333333334	1
312	4.9091796875	0.353212890625	0.770869140625	4.70703125	0.57724609375	312	1	0.23333333333333334	0.59	0.22	1
313	2.4716796875	0.353212890625	0.770869140625	4.70703125	0.57724609375	313	8	0.3	0.4	0.013333333333333334	1
314	4.9091796875	0.302939453125	0.770869140625	4.70703125	0.57724609375	314	2	0.26666666666666666	0.68	0.35333333333333333	1
315	4.9091796875	0.353212890625	0.157919921875	4.70703125	0.57724609375	315	1	0.23333333333333334	0.5366666666666666	0.0	1
316	4.9091796875	0.353212890625	0.770869140625	2.00390625	0.57724609375	316	2	0.23333333333333334	0.4	0.37333333333333335	1
317	4.9091796875	0.353212890625	0.770869140625	4.70703125	0.83740234375	317	5	0.26666666666666666	0.69	0.34	1
318	4.9091796875	0.302939453125	0.157919921875	2.00390625	0.83740234375	318	0	0.16666666666666666	0.6133333333333333	0.0	1
319	2.4716796875	0.353212890625	0.157919921875	2.00390625	0.83740234375	319	8	0.36666666666666664	0.5233333333333333	0.0	1
320	2.4716796875	0.302939453125	0.770869140625	2.00390625	0.83740234375	320	4	0.3333333333333333	0.45666666666666667	0.10666666666666667	1
321	2.4716796875	0.302939453125	0.157919921875	4.70703125	0.83740234375	321	6	0.26666666666666666	0.6	0.0	1
322	2.4716796875	0.302939453125	0.157919921875	2.00390625	0.57724609375	322	3	0.2	0.58	0.006666666666666667	1
323	2.4716796875	0.302939453125	0.157919921875	2.00390625	0.83740234375	323	8	0.3	0.39	0.016666666666666666	1
324	3.4091796875	0.848212890625	0.275869140625	2.70703125	0.12724609375	324	3	0.4	0.49333333333333335	0.0	1
325	3.9716796875	0.848212890625	0.275869140625	2.70703125	0.12724609375	325	3	0.3	0.5566666666666666	0.006666666666666667	1
326	3.4091796875	0.797939453125	0.275869140625	2.70703125	0.12724609375	326	10	0.26666666666666666	0.53	0.0	1
327	3.4091796875	0.848212890625	0.652919921875	2.70703125	0.12724609375	327	10	0.16666666666666666	0.43333333333333335	0.0	1
328	3.4091796875	0.848212890625	0.275869140625	4.00390625	0.12724609375	328	5	0.23333333333333334	0.49	0.0	1
329	3.4091796875	0.848212890625	0.275869140625	2.70703125	0.38740234375000004	329	6	0.2	0.4766666666666667	0.0033333333333333335	1
330	3.4091796875	0.797939453125	0.652919921875	4.00390625	0.38740234375000004	330	7	0.26666666666666666	0.4666666666666667	0.0	1
331	3.9716796875	0.848212890625	0.652919921875	4.00390625	0.38740234375000004	331	3	0.16666666666666666	0.4866666666666667	0.07666666666666666	1
332	3.9716796875	0.797939453125	0.275869140625	4.00390625	0.38740234375000004	332	2	0.26666666666666666	0.4866666666666667	0.0	1
333	3.9716796875	0.797939453125	0.652919921875	2.70703125	0.38740234375000004	333	9	0.3	0.5466666666666666	0.0	1
334	3.9716796875	0.797939453125	0.652919921875	4.00390625	0.12724609375	334	3	0.3333333333333333	0.5466666666666666	0.016666666666666666	1
335	3.9716796875	0.797939453125	0.652919921875	4.00390625	0.38740234375000004	335	5	0.36666666666666664	0.4666666666666667	0.043333333333333335	1
336	3.0341796875	0.476962890625	0.152119140625	2.20703125	0.23974609375	336	3	0.3333333333333333	0.4666666666666667	0.0	1
337	4.3466796875	0.476962890625	0.152119140625	2.20703125	0.23974609375	337	0	0.3	0.44666666666666666	0.0	1
338	3.0341796875	0.426689453125	0.152119140625	2.20703125	0.23974609375	338	9	0.26666666666666666	0.3433333333333333	0.0	1
339	3.0341796875	0.476962890625	0.034169921875	2.20703125	0.23974609375	339	8	0.2	0.5333333333333333	0.023333333333333334	1
340	3.0341796875	0.476962890625	0.152119140625	2.50390625	0.23974609375	340	8	0.3	0.6466666666666666	0.0	1
341	3.0341796875	0.476962890625	0.152119140625	2.20703125	0.72490234375	341	3	0.4	0.5133333333333333	0.0	1
342	3.0341796875	0.426689453125	0.034169921875	2.50390625	0.72490234375	342	6	0.3333333333333333	0.6633333333333333	0.016666666666666666	1
343	4.3466796875	0.476962890625	0.034169921875	2.50390625	0.72490234375	343	2	0.16666666666666666	0.5233333333333333	0.0	1
344	4.3466796875	0.426689453125	0.152119140625	2.50390625	0.72490234375	344	0	0.23333333333333334	0.5466666666666666	0.0033333333333333335	1
345	4.3466796875	0.426689453125	0.034169921875	2.20703125	0.72490234375	345	0	0.3	0.5066666666666667	0.0	1
346	4.3466796875	0.426689453125	0.034169921875	2.50390625	0.23974609375	346	2	0.2	0.5033333333333333	0.0	1
347	4.3466796875	0.426689453125	0.034169921875	2.50390625	0.72490234375	347	1	0.23333333333333334	0.5666666666666667	0.0	1
348	4.5341796875	0.971962890625	0.647119140625	4.20703125	0.68974609375	348	3	0.16666666666666666	0.39	0.36	1
349	2.8466796875	0.971962890625	0.647119140625	4.20703125	0.68974609375	349	5	0.3333333333333333	0.47	0.0	1
350	4.5341796875	0.921689453125	0.647119140625	4.20703125	0.68974609375	350	1	0.16666666666666666	0.58	0.3566666666666667	1
351	4.5341796875	0.971962890625	0.529169921875	4.20703125	0.68974609375	351	2	0.16666666666666666	0.5633333333333334	0.0	1
352	4.5341796875	0.971962890625	0.647119140625	4.50390625	0.68974609375	352	1	0.23333333333333334	0.48333333333333334	0.6133333333333333	1
353	4.5341796875	0.971962890625	0.647119140625	4.20703125	0.27490234375	353	1	0.1	0.5933333333333334	0.3466666666666667	1
354	4.5341796875	0.921689453125	0.529169921875	4.50390625	0.27490234375	354	0	0.16666666666666666	0.55	0.10666666666666667	1
355	2.8466796875	0.971962890625	0.529169921875	4.50390625	0.27490234375	355	4	0.3333333333333333	0.54	0.0	1
356	2.8466796875	0.921689453125	0.647119140625	4.50390625	0.27490234375	356	8	0.3	0.41333333333333333	0.02	1
357	2.8466796875	0.921689453125	0.529169921875	4.20703125	0.27490234375	357	7	0.3	0.5066666666666667	0.0	1
358	2.8466796875	0.921689453125	0.529169921875	4.50390625	0.68974609375	358	5	0.26666666666666666	0.5533333333333333	0.023333333333333334	1
359	2.8466796875	0.921689453125	0.529169921875	4.50390625	0.27490234375	359	4	0.26666666666666666	0.4866666666666667	0.006666666666666667	1
360	2.6591796875	0.105712890625	0.523369140625	3.70703125	0.35224609375000004	360	11	0.36666666666666664	0.5533333333333333	0.02666666666666667	1
361	4.7216796875	0.105712890625	0.523369140625	3.70703125	0.35224609375000004	361	0	0.2	0.4666666666666667	0.11666666666666667	1
362	2.6591796875	0.055439453125	0.523369140625	3.70703125	0.35224609375000004	362	9	0.3333333333333333	0.36666666666666664	0.016666666666666666	1
363	2.6591796875	0.105712890625	0.900419921875	3.70703125	0.35224609375000004	363	6	0.23333333333333334	0.4666666666666667	0.24	1
364	2.6591796875	0.105712890625	0.523369140625	3.00390625	0.35224609375000004	364	4	0.3	0.36	0.02666666666666667	1
365	2.6591796875	0.105712890625	0.523369140625	3.70703125	0.16240234375	365	5	0.13333333333333333	0.5066666666666667	0.1	1
366	2.6591796875	0.055439453125	0.900419921875	3.00390625	0.16240234375	366	12	0.26666666666666666	0.36333333333333334	0.23	1
367	4.7216796875	0.105712890625	0.900419921875	3.00390625	0.16240234375	367	5	0.3333333333333333	0.31333333333333335	0.4066666666666667	1
368	4.7216796875	0.055439453125	0.523369140625	3.00390625	0.16240234375	368	7	0.13333333333333333	0.37666666666666665	0.08	1
369	4.7216796875	0.055439453125	0.900419921875	3.70703125	0.16240234375	369	10	0.13333333333333333	0.7533333333333333	0.4066666666666667	1
370	4.7216796875	0.055439453125	0.900419921875	3.00390625	0.35224609375000004	370	3	0.23333333333333334	0.35	0.43	1
371	4.7216796875	0.055439453125	0.900419921875	3.00390625	0.16240234375	371	7	0.23333333333333334	0.7133333333333334	0.3233333333333333	1
372	4.1591796875	0.600712890625	0.028369140624999997	1.70703125	0.80224609375	372	0	0.23333333333333334	0.52	0.0	1
373	3.2216796875	0.600712890625	0.028369140624999997	1.70703125	0.80224609375	373	6	0.2	0.43666666666666665	0.0033333333333333335	1
374	4.1591796875	0.550439453125	0.028369140624999997	1.70703125	0.80224609375	374	1	0.2	0.5566666666666666	0.006666666666666667	1
375	4.1591796875	0.600712890625	0.405419921875	1.70703125	0.80224609375	375	1	0.3	0.54	0.0	1
376	4.1591796875	0.600712890625	0.028369140624999997	1.00390625	0.80224609375	376	1	0.16666666666666666	0.45666666666666667	0.006666666666666667	1
377	4.1591796875	0.600712890625	0.028369140624999997	1.70703125	0.61240234375	377	1	0.23333333333333334	0.5366666666666666	0.0	1
378	4.1591796875	0.550439453125	0.405419921875	1.00390625	0.61240234375	378	1	0.2	0.4666666666666667	0.01	1
379	3.2216796875	0.600712890625	0.405419921875	1.00390625	0.61240234375	379	10	0.3	0.5066666666666667	0.0	1
